1;1;1992;
2;1;1992;
3;1;1992;
4;1;1992;
5;2;2001;
6;3;1992;
7;4;1970;
8;4;1970;
9;4;1975;1977
10;4;1977;
11;4;1971;1980
12;4;1980;
13;4;1970;1971
14;6;1995;
15;6;1995;2017
16;6;1995;
17;6;1995;
15;7;1991;
17;5;1989;
